,Total sessions,Subscriber sessions,Non-subscriber sessions,% sessions non subscriber
433,100305.76190476191,38999.57142857143,61306.19047619047,59.599368497041105
434,100022.14285714286,39208.71428571428,60813.42857142857,59.26317364194192
435,96764.71428571429,39339.619047619046,57425.09523809524,58.50387197476024
436,93793.57142857143,39345.19047619047,54448.380952380954,57.79677142608359
437,91869.76190476191,39205.28571428572,52664.47619047619,57.24349999260031
438,91796.28571428571,39312.47619047619,52483.80952380953,57.1120633601217
439,91647.52380952382,39344.04761904762,52303.47619047619,57.008753050017376
440,92002.57142857143,39356.333333333336,52646.23809523809,57.14756078837026
441,92651.38095238095,39416.857142857145,53234.52380952381,57.34436685601467
442,92184.85714285714,39329.42857142857,52855.42857142857,57.2415412225567
443,93191.71428571429,39317.42857142857,53874.28571428572,57.63757405736396
444,94251.85714285714,39281.380952380954,54970.47619047619,58.11010286064658
445,95366.33333333333,39368.28571428572,55998.04761904762,58.38908994972805
446,95960.57142857143,39557.80952380953,56402.76190476191,58.44195797293287
447,96944.19047619047,39707.76190476191,57236.42857142857,58.74169058564896
448,99347.76190476191,39895.19047619047,59452.57142857143,59.39892956061302
449,102738.61904761905,40528.52380952381,62210.09523809524,59.96238170159478
450,104237.52380952382,40732.90476190476,63504.619047619046,60.438239504381556
451,105012.38095238095,40863.71428571428,64148.666666666664,60.643554622810726
452,106181.47619047618,40877.47619047619,65304.0,61.06463754970058
