,Total sessions,Subscriber sessions,Non-subscriber sessions,% sessions non subscriber
252,113649.57142857143,34409.0,79240.57142857143,67.66400384123297
253,113413.95238095238,34505.857142857145,78908.09523809524,67.47071296107372
254,112811.42857142857,34432.42857142857,78379.0,67.32544832496983
255,112672.04761904762,34521.09523809524,78150.95238095238,67.16214214692206
256,111687.23809523809,34686.42857142857,77000.80952380953,66.7408081475456
257,111313.61904761905,34974.90476190476,76338.71428571429,66.36592122562459
258,110992.95238095238,35092.142857142855,75900.80952380953,66.12753971255748
259,110987.80952380953,35220.71428571428,75767.09523809524,65.98103894014497
260,110389.14285714286,35316.19047619047,75072.95238095238,65.68767339331801
261,110684.09523809524,35337.57142857143,75346.52380952382,65.76283073465544
262,110211.0,35277.95238095238,74933.04761904762,65.61343685092622
263,116346.80952380953,35163.619047619046,81183.19047619047,66.48903926098323
264,120297.42857142857,35163.28571428572,85134.14285714286,67.0876033529745
265,109757.33333333333,34657.09523809524,75100.23809523809,66.26265648084649
266,106809.47619047618,34195.19047619047,72614.28571428571,65.92332860091906
267,105470.04761904762,33933.47619047619,71536.57142857143,65.69564217706679
268,105045.66666666667,33713.71428571428,71331.95238095238,65.75785216125989
269,104680.80952380953,33362.23809523809,71318.57142857143,65.99056882867578
270,104315.85714285714,33078.57142857143,71237.28571428571,66.1279610957445
271,104481.19047619047,33034.857142857145,71446.33333333333,66.2300760568053
272,107418.33333333333,32980.857142857145,74437.47619047618,66.89492550182398
273,107498.95238095238,32876.142857142855,74622.80952380953,67.04570701886875
274,107774.04761904762,32810.619047619046,74963.42857142857,67.22069337523301
275,107577.04761904762,32713.809523809523,74863.23809523809,67.24646283169184
276,109104.33333333333,32480.809523809523,76623.52380952382,67.96553834840282
277,109197.47619047618,32191.285714285714,77006.19047619047,68.26191955588045
278,108082.80952380953,31752.95238095238,76329.85714285714,68.31897761928892
279,107357.19047619047,31485.0,75872.19047619047,68.33554515924389
280,106328.76190476191,31218.619047619046,75110.14285714286,68.27001617286352
281,105343.19047619047,30974.428571428572,74368.76190476191,68.11649823079019
282,104333.23809523809,30899.52380952381,73433.71428571429,67.81559994712538
283,104589.57142857143,30990.714285714286,73598.85714285714,67.83176629125845
284,97384.28571428571,30928.809523809523,66455.47619047618,66.76964125511216
285,92525.0,30978.95238095238,61546.04761904762,65.82966608921687
286,91681.47619047618,31027.85714285714,60653.619047619046,65.44595292018107
287,91107.04761904762,31115.571428571428,59991.47619047619,65.01454836807007
288,91993.47619047618,31208.95238095238,60784.52380952381,65.25891310027636
289,92274.80952380953,31297.52380952381,60977.28571428572,65.2792156405271
290,91980.14285714286,31301.619047619046,60678.52380952381,65.12141524498895
291,92025.28571428571,31275.904761904763,60749.380952380954,65.16097666855799
292,92452.09523809524,31238.428571428572,61213.666666666664,65.32630879783794
293,89803.23809523809,31377.285714285714,58425.95238095238,64.67385604631984
294,89415.47619047618,31500.714285714286,57914.76190476191,64.37345137167851
295,89499.19047619047,31619.428571428572,57879.76190476191,64.28299771618508
296,90040.38095238095,31602.285714285714,58438.09523809524,64.50085464117237
297,89123.85714285714,31823.809523809523,57300.04761904762,64.04257690731029
298,88553.23809523809,31960.285714285714,56592.95238095238,63.71642270543796
299,87451.0,31768.190476190477,55682.80952380953,63.39956538729282
300,88163.61904761905,32142.95238095238,56020.666666666664,63.25862042910556
301,88692.14285714286,32440.666666666668,56251.47619047619,63.09120730988967
302,90483.0,32484.0,57999.0,63.68931552650923
303,91736.85714285714,32390.333333333332,59346.52380952381,64.21357825785056
304,92728.09523809524,32310.904761904763,60417.19047619047,64.66812115473017
305,92134.0,31847.428571428572,60286.57142857143,64.93027222857167
306,91761.52380952382,31559.904761904763,60201.619047619046,65.10628809097045
307,92488.47619047618,31778.14285714286,60710.333333333336,65.1659572402063
308,93931.47619047618,31954.0,61977.47619047619,65.60657933816054
309,93146.90476190476,32102.238095238095,61044.666666666664,65.12102348850566
310,93571.47619047618,32368.380952380954,61203.09523809524,65.01424208450851
311,95424.23809523809,32646.428571428572,62777.80952380953,65.45836279245275
312,95415.04761904762,33019.619047619046,62395.42857142857,65.10092109233817
313,94556.95238095238,33179.76190476191,61377.19047619047,64.6436652566088
314,94995.95238095238,33289.57142857143,61706.380952380954,64.67741787934827
315,94865.19047619047,33289.47619047619,61575.71428571428,64.61662858532311
316,94612.42857142857,33335.23809523809,61277.19047619047,64.46991846793702
317,94567.14285714286,33595.52380952381,60971.619047619046,64.19187006498544
318,95457.42857142857,33977.23809523809,61480.19047619047,64.12972436844909
319,96708.80952380953,34263.857142857145,62444.95238095238,64.28987916442303
320,98782.28571428571,33837.380952380954,64944.90476190476,65.54454067006745
321,99706.23809523809,32259.95238095238,67446.28571428571,67.31309554960282
322,99949.90476190476,30971.809523809523,68978.09523809524,68.96143802978472
323,99949.47619047618,29574.571428571428,70374.90476190476,70.2239747640675
324,98975.33333333333,29184.14285714286,69791.19047619047,70.35367391449272
325,98430.57142857143,29433.095238095237,68997.47619047618,69.91159482641672
326,100189.47619047618,30105.571428571428,70083.90476190476,69.83596242920528
327,100804.19047619047,30433.333333333332,70370.85714285714,69.70954231126416
328,101595.95238095238,30351.85714285714,71244.09523809524,70.04654351234858
329,101504.42857142857,30354.0,71150.42857142857,70.01266324361556
330,102704.71428571429,30338.904761904763,72365.80952380953,70.50233550947785
331,102710.76190476191,30338.95238095238,72371.80952380953,70.50470184085809
332,102111.14285714286,30460.619047619046,71650.52380952382,70.19066945965729
333,103297.38095238095,30629.714285714286,72667.66666666667,70.44490236710645
334,106245.71428571429,31082.761904761905,75162.95238095238,70.91628208663971
335,107619.71428571429,31274.85714285714,76344.85714285714,71.10149445494369
336,109272.61904761905,31566.095238095237,77706.52380952382,71.38495521024336
337,110669.90476190476,31881.14285714286,78788.76190476191,71.57726717933191
338,110876.57142857143,32105.285714285714,78771.28571428571,71.43680447440121
339,110380.47619047618,32058.714285714286,78321.76190476191,71.31313501673363
340,111500.0,32356.666666666668,79143.33333333333,71.37988094256346
341,112874.61904761905,33648.04761904762,79226.57142857143,70.53788924554486
342,112597.80952380953,35312.90476190476,77284.90476190476,68.92195726596388
343,113746.57142857143,36827.71428571428,76918.85714285714,67.5171172653383
344,113312.80952380953,38682.333333333336,74630.47619047618,65.68951165840181
345,114242.76190476191,39439.666666666664,74803.09523809524,65.21576418217907
346,118593.85714285714,39603.857142857145,78990.0,66.07150698732266
347,119867.28571428571,39810.333333333336,80056.95238095238,66.22182128880858
348,120977.57142857143,40098.333333333336,80879.23809523809,66.31106268573208
349,121081.71428571429,40279.333333333336,80802.38095238095,66.17661441050724
350,121246.14285714286,40363.47619047619,80882.66666666667,66.14275803710653
351,121644.33333333333,40697.71428571428,80946.61904761905,65.97035004056579
352,121915.76190476191,40836.142857142855,81079.61904761905,65.94154690951538
353,121946.47619047618,40900.380952380954,81046.09523809524,65.89089731662116
354,122120.95238095238,40926.90476190476,81194.04761904762,65.91907464949034
355,119624.57142857143,40629.71428571428,78994.85714285714,65.47215026797501
356,117988.09523809524,40370.95238095238,77617.14285714286,65.26842419951106
357,117026.42857142857,40249.23809523809,76777.19047619047,65.07714910024409
358,115585.23809523809,40091.42857142857,75493.80952380953,64.69720406425868
359,115527.38095238095,40070.142857142855,75457.23809523809,64.69468048529836
360,115374.09523809524,40110.28571428572,75263.80952380953,64.5987674965338
361,116559.52380952382,39948.19047619047,76611.33333333333,64.9266612902337
362,116149.95238095238,39837.857142857145,76312.09523809524,64.90965897733545
363,116731.04761904762,39806.333333333336,76924.71428571429,65.11144815505902
364,116976.09523809524,39735.90476190476,77240.19047619047,65.239186678588
365,119783.28571428571,39841.80952380953,79941.47619047618,65.8498407762818
366,120197.14285714286,40174.857142857145,80022.28571428571,65.69238890725818
367,117240.90476190476,40574.52380952381,76666.38095238095,64.83579286301807
368,125778.90476190476,40745.57142857143,85033.33333333333,65.58441764152056
369,126575.23809523809,40724.19047619047,85851.04761904762,65.79450968312733
370,126911.80952380953,40752.47619047619,86159.33333333333,65.86170165858023
371,126986.95238095238,40834.76190476191,86152.19047619047,65.80112496452361
372,128030.66666666667,41172.857142857145,86857.80952380953,65.83291792437716
373,131019.42857142857,41557.57142857143,89461.85714285714,66.32188566172748
374,134390.7142857143,41984.04761904762,92406.66666666667,66.86930208785881
375,139956.85714285713,42532.28571428572,97424.57142857143,67.45487269617698
376,144206.66666666666,42858.142857142855,101348.52380952382,68.1632489574873
377,147004.52380952382,43106.666666666664,103897.85714285714,68.57783420258278
378,150125.47619047618,43459.28571428572,106666.19047619047,69.04512885604889
379,152032.7142857143,43688.142857142855,108344.57142857143,69.49592899780671
380,153739.90476190476,43907.47619047619,109832.42857142857,69.84815007037459
381,155707.57142857142,44314.52380952381,111393.04761904762,70.11880092722052
382,156501.90476190476,44935.71428571428,111566.19047619047,69.90416968474396
383,156686.57142857142,44933.333333333336,111753.23809523809,69.95372466450183
384,157174.85714285713,45189.333333333336,111985.52380952382,69.86806459981835
385,156928.90476190476,45457.666666666664,111471.23809523809,69.5558683974377
386,156720.04761904763,46043.57142857143,110676.47619047618,69.14596680932851
387,157852.0,46215.47619047619,111636.52380952382,69.33115935988465
388,159383.7619047619,46075.52380952381,113308.23809523809,69.81706195892124
389,150913.33333333334,46240.666666666664,104672.66666666667,68.8653398005518
390,152462.57142857142,46682.666666666664,105779.90476190476,68.87358789181542
391,152593.19047619047,46884.57142857143,105708.61904761905,68.74069796922997
392,153007.85714285713,47044.0,105963.85714285714,68.72230206744578
393,151839.7142857143,46745.142857142855,105094.57142857143,68.61673057364824
394,149003.7142857143,46428.28571428572,102575.42857142857,68.12212355606776
395,145841.09523809524,46181.04761904762,99660.04761904762,67.48689084234672
396,138741.7619047619,45469.28571428572,93272.47619047618,66.51582419533285
397,133930.14285714287,44845.28571428572,89084.85714285714,65.89262979325585
398,130820.38095238095,44569.47619047619,86250.90476190476,65.4009295839468
399,127566.23809523809,44267.142857142855,83299.09523809524,64.82341291654697
400,125811.80952380953,44024.19047619047,81787.61904761905,64.45624842927016
401,124541.80952380953,43980.19047619047,80561.61904761905,64.10869986374182
402,123103.61904761905,43860.0,79243.61904761905,63.7754071224762
403,120169.23809523809,43406.42857142857,76762.80952380953,63.40307135308347
404,120564.61904761905,43735.380952380954,76829.23809523809,63.24947940152273
405,119704.71428571429,43618.380952380954,76086.33333333333,63.10086915382282
406,119338.52380952382,43577.52380952381,75761.0,63.01763325737707
407,116822.66666666667,42963.19047619047,73859.47619047618,62.772760558223084
408,115255.52380952382,42660.71428571428,72594.80952380953,62.55375709211925
409,113164.19047619047,42545.76190476191,70618.42857142857,62.09374057547039
410,111668.95238095238,42224.90476190476,69444.04761904762,61.924457845929844
411,108615.52380952382,41861.76190476191,66753.76190476191,61.42820070573082
412,107318.66666666667,41624.857142857145,65693.80952380953,61.21864011002344
413,106918.14285714286,41418.90476190476,65499.23809523809,61.29062009403695
414,110203.28571428571,41335.57142857143,68867.71428571429,62.017916723685815
415,113088.47619047618,41274.142857142855,71814.33333333333,62.74467883965599
416,114289.14285714286,41221.71428571428,73067.42857142857,63.17150025612665
417,114524.28571428571,41211.333333333336,73312.95238095238,63.279000570576
418,114689.61904761905,41435.619047619046,73254.0,63.105171747704965
419,114113.19047619047,41462.80952380953,72650.38095238095,62.842801103410544
420,113797.80952380953,41386.42857142857,72411.38095238095,62.79316830528947
421,114171.42857142857,41434.333333333336,72737.09523809524,62.89682081233098
422,113327.47619047618,41206.80952380953,72120.66666666667,62.76829941934692
423,112216.85714285714,40971.90476190476,71244.95238095238,62.51565707905246
424,111466.38095238095,40791.04761904762,70675.33333333333,62.41252168135677
425,109419.61904761905,40366.95238095238,69052.66666666667,62.10083547573812
426,107692.09523809524,40026.47619047619,67665.61904761905,61.72258884830696
427,106382.57142857143,39759.333333333336,66623.23809523809,61.44747751383683
428,104845.57142857143,39241.619047619046,65603.95238095238,61.31911506201705
429,103241.28571428571,38921.71428571428,64319.57142857143,60.91220087277562
430,102297.42857142857,38802.19047619047,63495.23809523809,60.63451381044482
431,101187.28571428571,38711.95238095238,62475.333333333336,60.293023862354914
432,100473.09523809524,38776.42857142857,61696.666666666664,59.91445185432024
