,date,newCasesBySpecimenDate,newAdmissions,casesshifted,ratio,average,0-64,65+,0-64admissions,65+admissions,0-64admissionsnew,65+admissionsnew,casesshifted0-64,ratio0-64,average0-64,casesshifted65+,ratio65+,average65+
17,2021-06-07,6571,131.0,2824.0,46.388101983002834,47.34295215742044,5887.0,171.0,148657.0,247806.0,104.0,27.0,8420.0,12.351543942992874,12.748441964400099,213.0,126.76056338028168,160.19663296399614
18,2021-06-06,4603,121.0,2955.0,40.947546531302876,44.86776654936518,4124.0,121.0,148553.0,247779.0,93.0,28.0,8380.0,11.097852028639618,12.130089032760228,216.0,129.62962962962962,153.99981912300078
19,2021-06-05,3852,96.0,3067.0,31.300945549396804,43.79565714810656,3414.0,116.0,148460.0,247751.0,64.0,28.0,8125.0,7.8769230769230765,11.706027549039264,194.0,144.3298969072165,147.64175298232593
20,2021-06-04,4738,96.0,2678.0,35.847647498132936,45.71499767802807,4207.0,130.0,148396.0,247723.0,73.0,23.0,7900.0,9.240506329113924,11.992747717307394,232.0,99.13793103448276,139.57859703479627
21,2021-06-03,4958,93.0,2610.0,35.632183908045974,46.88756886310646,4449.0,131.0,148323.0,247700.0,70.0,23.0,5368.0,13.040238450074515,11.602099570807868,149.0,154.36241610738256,155.72224253351962
22,2021-06-02,4907,101.0,1839.0,54.92115280043502,47.01520567064896,4387.0,142.0,148253.0,247677.0,73.0,28.0,4783.0,15.26238762283086,11.317543604559447,148.0,189.1891891891892,156.61366190319987
23,2021-06-01,4320,115.0,1534.0,74.96740547588006,47.090294630118365,3799.0,134.0,148180.0,247649.0,86.0,29.0,5703.0,15.079782570576889,11.357943482459323,217.0,133.64055299539172,154.59189302972598
24,2021-05-31,3059,98.0,1795.0,54.59610027855153,48.11359537155253,2677.0,108.0,148094.0,247620.0,57.0,41.0,5927.0,9.617006917496203,11.760795753577439,171.0,239.76608187134502,157.97319110249413
25,2021-05-30,2531,80.0,1912.0,41.84100418410041,48.31665073162759,2214.0,93.0,148037.0,247579.0,55.0,25.0,6040.0,9.105960264900663,11.90704962055446,184.0,135.86956521739128,165.43735597971573
26,2021-05-29,2389,69.0,2168.0,31.826568265682656,49.39347299053042,2090.0,75.0,147982.0,247554.0,47.0,22.0,5760.0,8.159722222222223,12.613979432909279,169.0,130.17751479289942,170.43003338618624
27,2021-05-28,2824,92.0,2139.0,43.01075268817205,48.67703010060796,2454.0,96.0,147935.0,247532.0,71.0,21.0,5887.0,12.060472226940718,12.56505942630746,171.0,122.80701754385964,179.9099543868446
28,2021-05-27,2955,83.0,2240.0,37.05357142857143,50.48637237868918,2597.0,95.0,147864.0,247511.0,58.0,25.0,4124.0,14.064015518913676,13.310457628923116,121.0,206.61157024793388,180.55405828526747
29,2021-05-26,3067,95.0,1521.0,62.45890861275476,51.16365351979039,2684.0,108.0,147806.0,247486.0,69.0,26.0,3414.0,20.210896309314588,13.637793338906535,116.0,224.13793103448276,188.3070982642719
30,2021-05-25,2678,88.0,1258.0,69.9523052464229,52.68741774569651,2356.0,87.0,147737.0,247460.0,62.0,26.0,4207.0,14.737342524364156,14.502728294638413,130.0,200.0,192.09837013820743
31,2021-05-24,2610,98.0,1457.0,67.26149622512011,53.509666583047235,2286.0,80.0,147675.0,247434.0,66.0,32.0,4449.0,14.834794335805798,15.874952844960186,131.0,244.27480916030532,210.26879620337033
32,2021-05-23,1839,77.0,1653.0,46.58197217180883,54.670886603558884,1636.0,56.0,147609.0,247402.0,50.0,27.0,4387.0,11.397310234784591,18.317995149846304,142.0,190.14084507042253,225.29970859498653
33,2021-05-22,1534,75.0,1765.0,42.492917847025495,52.949114525314016,1335.0,77.0,147559.0,247375.0,54.0,21.0,3799.0,14.214266912345353,19.668591644277786,134.0,156.71641791044777,252.32762320910803
34,2021-05-21,1795,85.0,1743.0,48.76649454962708,53.67021377582504,1555.0,72.0,147505.0,247354.0,58.0,27.0,2677.0,21.666044079193128,21.288952655176047,108.0,250.0,262.4466708281556
35,2021-05-20,1912,98.0,2169.0,45.18211157215306,50.912646080670854,1644.0,72.0,147447.0,247327.0,69.0,29.0,2214.0,31.165311653116532,22.030139690211655,93.0,311.8279569892473,260.6329762864579
36,2021-05-19,2168,93.0,1845.0,50.40650406504065,48.948435571668504,1907.0,68.0,147378.0,247298.0,62.0,31.0,2090.0,29.66507177033493,22.424520110151946,75.0,413.3333333333333,261.24777619703247
37,2021-05-18,2139,90.0,1200.0,75.0,47.79202365038407,1851.0,79.0,147316.0,247267.0,64.0,26.0,2454.0,26.079869600651996,23.122506234000745,96.0,270.8333333333333,279.91061961540856
38,2021-05-17,2240,74.0,1543.0,47.95852235904083,45.869871167606114,1933.0,92.0,147252.0,247241.0,52.0,22.0,2597.0,20.02310358105506,22.71452118431723,95.0,231.57894736842104,295.9820481868372
