,2021-07-05 00:15:03.603163,2021-07-05 00:45:06.905986,2021-07-05 01:15:03.191166,2021-07-05 01:45:05.836121,2021-07-05 02:15:01.994566,2021-07-05 02:45:06.659465,2021-07-05 03:15:03.185306,2021-07-05 03:45:08.199680,2021-07-05 04:15:03.595812,2021-07-05 04:45:06.598858,2021-07-05 05:15:03.144987,2021-07-05 05:45:06.678942,2021-07-05 06:15:05.436546,2021-07-05 06:45:06.158126,2021-07-05 07:15:02.824745,2021-07-05 07:45:03.330691,2021-07-05 08:15:01.879518,2021-07-05 08:45:02.299619,2021-07-05 09:15:02.951247,2021-07-05 09:45:02.658669,2021-07-05 10:15:06.438531
/article/boris-marries-carrie,,,,,,,,,,,,,,,,,1.0,,,,
/article/boris-must-face-the-truth-about-the-triple-lock-pensions-promise,,,,,,,2.0,2.0,,,,,1.0,,1.0,,1.0,,,,1.0
/article/boris-must-stand-up-to-the-farming-lobby-and-back-the-australia-trade-deal,,,,,,,,,,,,,,,,,,,,,1.0
/article/boris-s-animal-sentience-law-could-come-back-to-bite-him,,,,,,,,,,,,,,,,,,1.0,,,
/article/boris-s-brexit-battle-isn-t-over-yet,,,2.0,1.0,1.0,,2.0,,1.0,,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,,3.0,1.0
/article/boris-s-continental-appeal,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/boris-s-football-socialism,,,,,,,,,,,,,,,,,,1.0,,,
/article/boris-s-junk-food-crusade-is-absurd,,,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,
/article/boris-s-levelling-up-risks-leaving-behind-london,,,,,,9.0,,,1.0,,,,,,2.0,,1.0,4.0,,3.0,2.0
/article/boris-s-mask-slipped-at-pmqs,,,,,,,,,,,,,,,,,,1.0,,,
/article/boris-s-media-critics-are-missing-the-real-story,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/boris-s-tory-enemies-don-t-know-how-lucky-they-are,,,,,,1.0,,,,,,,,,,,1.0,,,,
/article/boris-s-vaccine-propaganda-film-jumps-the-gun,,,,,,,,,,,,,,,,,,1.0,,,
/article/boris-scraps-daily-white-house-style-briefings,,,,,,,,,,,,,,,,,,1.0,,,
/article/boris-should-be-ashamed-of-his-treatment-of-shaun-bailey,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,
/article/boris-should-be-worried-about-steve-baker-not-dominic-cummings,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/boris-shouldn-t-take-the-red-wall-vote-for-granted,,,,,,,,,1.0,,,,,,,,,1.0,,,
/article/boris-shouldn-t-write-off-fossil-fuels-just-yet,3.0,,,,,,,1.0,1.0,,1.0,,,2.0,4.0,,1.0,,,2.0,3.0
/article/boris-the-unserious,,,,,,,,,,,,,,,,,,1.0,,,
/article/boris-was-rattled-at-pmqs,,,,,,,,,,,,,,,,,,1.0,,,
/article/boris-will-be-delighted-with-dominic-cummings-s-evidence,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/bourbon-biscuits-are-better-home-made,1.0,,2.0,,,1.0,,,,,,,,1.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0
/article/brave-new-virtual-world-the-startup-wife-by-tahmima-anam-reviewed,,,,1.0,,1.0,,,,1.0,,,,,,1.0,2.0,,,,
/article/breaking-piers-morgan-leaves-good-morning-britain,,,,,,,,,,,,,,,,,,,1.0,,
/article/breaking-protocol-northern-ireland-s-brexit-deal-needs-reform,,,,,,,,,,,,,,,,,,1.0,,,
/article/brexit-britain-can-capitalise-on-the-breakdown-in-eu-swiss-talks,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/brexit-lockdown-and-the-worrying-fracturing-of-british-politics,,,,,,6.0,,,1.0,,,,,,1.0,,1.0,,,1.0,2.0
/article/bricks-and-pieces-the-blight-of-londons-fake-facades,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,
/article/bridge-3-july-2021,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,
/article/brightest-of-the-bright-young-people-the-rich-rackety-life-of-cecil-beaton,,,,2.0,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,3.0,,2.0,1.0,
/article/bring-me-sunshine---8-novels-about-heatwaves,1.0,,,,,,,,,,,,,,,,,,,,
/article/britain-is-closing-its-trade-gap-with-the-eu,,,,,,,,,,,,,,,,,,1.0,,,
/article/britain-is-ill-equipped-for-the-post-covid-education-recovery,22.0,7.0,5.0,11.0,11.0,7.0,4.0,5.0,2.0,9.0,7.0,4.0,10.0,14.0,21.0,24.0,30.0,37.0,28.0,38.0,32.0
/article/britain-is-not-america,,,1.0,,,,,,,,,,,,,,,1.0,,2.0,
/article/britain-is-right-to-punish-belarus-for-its-plane-hijacking,,,,,,,,,,,,,,,,,1.0,1.0,,,
/article/britain-must-help-europe-fight-a-third-wave,,,,,,,,,,,,,,,,,,,,1.0,
/article/britain-must-not-give-in-to-iran-s-hostage-taking-demands,,,,,,,,,,,,,,,,1.0,,1.0,,,
/article/britain-must-take-china-to-task-for-its-brutal-uyghur-abuse,1.0,,,,,1.0,1.0,,1.0,,,,,4.0,,,1.0,,,2.0,2.0
/article/britain-really-is-a-successful-multi-racial-democracy,,,,,,,,,,,,,,,2.0,1.0,,2.0,,,
/article/britain-s-best-beachside-restaurants,200.0,36.0,49.0,63.0,22.0,14.0,24.0,16.0,12.0,12.0,18.0,124.0,127.0,421.0,534.0,555.0,723.0,398.0,240.0,312.0,307.0
/article/britain-s-best-sculpture-parks,,1.0,,,,,,,,,,,,,,,,,,,
/article/britain-s-golden-diplomatic-opportunity,,,,,,,,,,,,,,,,,,1.0,,,
/article/britain-s-iconic-seaside-towns,,1.0,,,,,,,,,,,,,,,,,,,
/article/britain-sees-world-s-sharpest-fall-in-covid-cases,,,,,,,,,,,,,,,,,,1.0,,,
/article/britains-vaccine-success-was-supposed-to-lead-to-freedom-what-happened,,,,,,,,,,,,,,,,,,,,,1.0
/article/british-broadcast-news-has-gone-badly-wrong,,,,,,,,,,,1.0,,,,,1.0,3.0,,,1.0,
/article/british-universities-aren-t-institutionally-racist,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0
/article/broken-trust-the-crisis-at-the-heart-of-the-national-trust,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0
/article/brussels-has-launched-a-full-federalist-assault,2.0,,1.0,,,,,,,1.0,,2.0,2.0,1.0,1.0,3.0,1.0,,3.0,3.0,3.0
/article/brussels-should-give-ground-on-the-northern-ireland-protocol,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/bucolic-farmhouses-for-sale-to-rival-clarkson-s-farm,,,,,,,1.0,,,,,,,,,,,,,,
/article/bugsy-siegel-the-gangster-straight-out-of-a-hollywood-movie,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,
/article/burnham-s-misjudged-attack-on-the-judiciary,,,,,,,,,,,,,,,,,1.0,,,,
/article/bye-bye-bibi-the-millionaire-poised-to-be-israels-next-prime-minister,,1.0,,,,,,,1.0,,,,,,1.0,1.0,4.0,1.0,3.0,,3.0
/article/cairo-in-crisis-the-republic-of-false-truths-by-alaa-al-aswany-reviewed,1.0,,,,,,,,,,,,,,,,1.0,,,,
/article/caitlyn-jenner-is-right-about-transgender-athletes-and-women-s-sports,,,,,,,,,2.0,,,,,,1.0,,,1.0,1.0,,
/article/cake-expectations-afternoon-tea-has-gone-ott,71.0,30.0,30.0,34.0,30.0,26.0,30.0,29.0,25.0,78.0,47.0,28.0,38.0,50.0,78.0,84.0,64.0,74.0,69.0,97.0,104.0
/article/cambridge-deserves-better-than-stephen-toope,,5.0,1.0,1.0,,2.0,,2.0,2.0,,1.0,1.0,,4.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0
/article/cameron-s-troubles-are-good-news-for-starmer-and-for-boris,,,,,,,1.0,,,,,,,,,,,1.0,,,
/article/camp-am-dram-plus-stuff-about-the-patriarchy-channel-5s-anne-boleyn-reviewed,,,,1.0,,,,,,,,,,,,,,,,2.0,6.0
/article/can-boris-deliver-on-his-promises-to-the-red-wall-,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
/article/can-boris-finally-fix-social-care-,,,,,,,,,,,,,,,,,,1.0,,,
/article/can-boris-keep-his-roadmap-on-track-,,,,,,,,,1.0,,,,,,,,,1.0,,,
/article/can-gb-news-live-up-to-the-hype-,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,
/article/can-goodwill-defeat-the-brady-bunch-,,,,,,,,,,,,,,,,,1.0,,,,
/article/can-javid-beat-the-blob-at-the-department-of-health-,1.0,,,3.0,,4.0,,1.0,,,,,1.0,,,2.0,2.0,3.0,1.0,3.0,
/article/can-jeffrey-donaldson-halt-the-dup-s-civil-war-,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,
/article/can-labour-continue-to-survive-its-culture-war-,23.0,7.0,6.0,15.0,9.0,8.0,4.0,5.0,2.0,9.0,14.0,9.0,9.0,12.0,23.0,26.0,38.0,35.0,34.0,42.0,44.0
/article/can-labour-make-the-tory-sleaze-allegations-stick-,,,,,,,,,,,,,,,,,,1.0,,,
/article/can-labour-survive-the-next-election-,,,,,,,,,,,,,,,,,,1.0,,,
/article/can-melinda-still-keep-bill-gates-in-check,,1.0,,,,,,,,,,,,,,,,,,,
/article/can-more-cooperation-really-save-the-union-,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/can-naftali-bennett-s-anti-bibi-coalition-survive-,,,,,,,,,,,,,,,1.0,,6.0,6.0,13.0,8.0,9.0
/article/can-pop-music-steer-england-to-victory-,4.0,2.0,,5.0,2.0,,,,,1.0,,,1.0,,2.0,,3.0,,1.0,2.0,1.0
/article/can-priti-patel-s-asylum-shake-up-help-britain-take-back-control-,3.0,1.0,,,,,,,,,,,,,,,,,,,
/article/can-sarwar-reverse-scottish-labour-s-fortunes-,,,,,,,,,,,,,,,,,,1.0,,,
/article/can-spain-s-europhilism-last-,,,,,,,,,,,,,,,,,,1.0,,,
/article/can-starmer-escape-his-wooden-image-,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,
/article/can-starmer-overcome-his-hartlepool-problem-,,,,,,,,,,,,,,,1.0,,,,,,
/article/can-starmer-reverse-the-horror-of-hartlepool-,,,,,,1.0,,,,,,,,,,,,1.0,,,
/article/can-the-dup-survive-,,,,,,,,,1.0,,,,,,,,,1.0,,,
/article/can-the-eu-save-italy-,1.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0,1.0,5.0,2.0,6.0,2.0,3.0,3.0,3.0
/article/can-the-next-bicester-village-take-off-without-tourists,,,,,,,1.0,,,,,,,,,,,,,,
/article/can-the-porsche-taycan-convince-me-to-go-electric-,,,,,,1.0,,,,,,,,,1.0,2.0,,1.0,1.0,,
/article/can-the-tory-electoral-coalition-hold-after-chesham-and-amersham-,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,
/article/can-the-uk-government-navigate-the-snp-s-calls-for-a-second-referendum-,,,,,,,,,,,,,,,,,,1.0,,,
/article/can-vr-help-to-sell-art-to-kids-,,,,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,1.0
/article/can-we-stop-migrants-crossing-the-channel-,13.0,3.0,4.0,8.0,7.0,6.0,2.0,1.0,,7.0,10.0,4.0,8.0,9.0,12.0,21.0,29.0,28.0,16.0,6.0,13.0
/article/canada-s-disturbing-pattern-of-anti-muslim-attacks,,1.0,,,,,,,1.0,,,,,,4.0,,1.0,2.0,1.0,1.0,1.0
/article/cancel-culture-on-film,,,,,,,,,,,,1.0,,,,,,,,,
/article/carrie-symonds-and-the-first-girlfriend-problem,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0
/article/carry-on-boris-why-starmer-s-sleaze-barbs-won-t-harm-the-pm,,,,,,2.0,,,,,,,,,,,,1.0,,,
/article/cchq-levels-up-its-recruitment,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,
/article/celebrate-the-best-of-europe-this-summer,,,1.0,,,,,,,,2.0,,,,,,,,1.0,,
/article/chairman-xi-and-the-communist-party-s-delusional-centenary,1213.0,941.0,694.0,636.0,524.0,678.0,570.0,374.0,493.0,393.0,388.0,606.0,711.0,1127.0,1775.0,1978.0,2232.0,2496.0,2698.0,2897.0,2866.0
/article/charging-ahead-how-to-get-the-best-out-of-an-electric-car,,,1.0,1.0,5.0,,,,1.0,,,,1.0,,1.0,3.0,,1.0,2.0,3.0,
/article/chaucer-s-canterbury-tales-retold,,,,,,,,,,,,,,,,,,,,1.0,
/article/children-will-love-it-alas-peter-rabbit-2-reviewed,,,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,
/article/china-is-not-as-strong-as-it-appears,2.0,,,,,,2.0,,,,1.0,,1.0,1.0,2.0,6.0,2.0,1.0,3.0,1.0,2.0
/article/china-s-belt-and-road-to-nowhere,,,,,,,,,,,,,,,,,,1.0,,,
/article/china-should-be-worried-about-the-uyghur-tribunal,1.0,,1.0,1.0,,1.0,1.0,,2.0,,,,5.0,1.0,7.0,5.0,2.0,2.0,2.0,2.0,3.0
/article/chris-packham-in-fresh-bbc-bias-drama,,,,,,,,,1.0,,,,,,,,,1.0,,,
/article/churchill-cambridge-and-the-battle-for-history,,,,,,,,,,,,,,,,,1.0,4.0,,,
/article/churchills-enigma-the-real-riddle-is-why-he-cosied-up-to-stalin,,,,,,1.0,,,,,,,,,,,,,,,
/article/cicero-knew-that-we-should-study-the-past-not-cancel-it,,,,,,,,,,,,,,,,,,,1.0,,
/article/claudia-webbe-calls-for-her-own-abolition,,,,,,,,,,,,,,,,,,1.0,,,
/article/claudia-winkleman-s-new-radio-2-show-gets-off-to-a-brainless-start,,,,,,,,,,,,,,,,,,,,1.0,
/article/clever-funny-and-fearless-good-girl-soho-theatre-online-reviewed,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,
/article/clever-funny-and-stomach-knotting-promising-young-woman-reviewed,,,,,,,,,,,,,,,,,1.0,,1.0,,
/article/cofe-bishop-urges-mps-to-withdraw-very-divisive-sewell-report,,,,,,,,,,,,,,,,,,1.0,,,
/article/comedy-gold-the-economics-of-internet-irony,,,,,,,,,,,,,,,,,1.0,,,,
/article/coming-soon-the-next-red-wall-by-election,,,,,,,,,,,,,,,,,,1.0,,,
/article/confessions-of-a-foreign-correspondent,,,,,,,,,,,,,,,,,,,,,1.0
/article/confessions-of-a-lifelong-bitch,,,,,,,,,,,,,1.0,,,,,,1.0,,
/article/corbyn-a-deity-has-fallen,1.0,,,2.0,,,1.0,1.0,,,,,,,1.0,2.0,3.0,2.0,4.0,4.0,
/article/corbynite-mp-lashes-out-at-starmer,,,,,,,,,,,,,,,,,,1.0,,,
/article/could-21-june-be-delayed-,,,,,,,,,,,,,,,,,1.0,,,,
/article/could-crabs-be-next-on-the-menu-for-defra-zealots-,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/could-dido-harding-end-up-running-the-nhs-,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/could-sinn-fein-become-the-largest-party-in-northern-ireland-,,,,,,,,,,,,,,,,,1.0,,,,
/article/could-the-indian-variant-slow-unlocking-,,,,,,,,,1.0,,,,,,,,,1.0,,,
/article/could-the-tories-lose-the-south-,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,1.0
/article/covid-advisor-s-cheltenham-confusion,,,,,,,,,,,,,,,,,,1.0,,,
/article/covid-and-the-difficulty-with-following-the-science-,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/covid-and-the-lockdown-effect-a-look-at-the-evidence,,,,,,,,,,,,,,,,,,1.0,,,
/article/covid-deaths-in-context,,,,,,,,,,,,,,,,,1.0,,,,
/article/covid-has-been-great-for-drawing,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,
/article/covid-has-emboldened-our-modern-censors,,,,,,,,,,,,,,,,,,1.0,,,
/article/covid-has-warped-our-collective-attitude-to-death,,2.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,
/article/covid-is-losing-its-sting-its-time-to-repair-our-society-and-our-economy,,,,,,,,,,,,,,,,,,,,1.0,
/article/covid-is-tearing-the-czech-republic-apart,,,,,,4.0,,,,,,,,,,,,,,,
/article/covid-professor-claims-social-distancing-should-remain-forever-,,,,,,,,,,,,,,,,,1.0,,,,
/article/covid-restrictions-are-taking-a-terrible-toll-on-our-schoolchildren,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,2.0,1.0,,,
/article/covid-sufferers-aren-t-the-only-victims-of-the-pandemic,,,,,,,,,,,,,,,,,1.0,,,,
/article/crank-genius-or-son-of-frankenstein-,1.0,,,3.0,2.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,,3.0,1.0,2.0
/article/cressida-dick-and-the-institutional-corruption-of-the-met-police,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/critical-issue-the-complex-language-of-gender,,,,,,,,,,,,,,,3.0,,,,,,
/article/critical-thinking-the-difference-between-critique-and-criticise,,,,,,2.0,,,,,,,,,2.0,,,,,1.0,
/article/crunch-time-why-has-walkers-changed-its-salt-and-vinegar-crisps,,,,,,,,,,,,,,,1.0,,,,,,
/article/crystal-pite-tore-the-house-down-royal-operas-21st-century-choreographers-reviewed,,,,,,,,,,,,,,,,,,,,1.0,
/article/cummings-attack-spells-big-trouble-for-boris,,,,,,1.0,,,,,,,,,,,,1.0,,,
/article/cummings-leaves-boris-rattled-at-pmqs,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/cummings-savages-the-saj,1.0,1.0,,1.0,,2.0,,1.0,,,,,1.0,,,1.0,2.0,2.0,1.0,,
/article/cummings-whatsapp-messages-show-boris-called-hancock-hopeless-,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/cummings-will-not-pull-his-punches-tomorrow,,,,,,8.0,,,1.0,,,,,,,,1.0,,,,
/article/daredevil-kings,,,,,,,,,,,,,1.0,,,,,,,,
/article/data-not-dates-there-is-no-reason-to-delay-a-return-to-normal-life,,,,,,,,,,,,,,,,,,,,1.0,
/article/david-cameron-has-done-nothing-wrong,,,,,,,,,,,,1.0,,,,,,1.0,,,
/article/david-cameron-s-cringeworthy-texts-revealed,,,,,,,,,,,,,,,,,,1.0,,,
/article/david-cameron-s-golf-diplomacy,,,,,,,,,,,,,,,,,,1.0,,,
/article/david-davis-scotland-a-deficit-of-power-and-accountability,,,,,,,,,,,,,,,,,,1.0,,,1.0
/article/david-ward-plots-another-comeback,,,,,,,,,,,,,,,,,,1.0,,,
/article/dawn-butler-becomes-the-first-mp-to-join-cameo,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/dead-brain-cells,,,,,,,,,,,,,1.0,,,,,,,,
/article/dear-mary-has-lockdown-de-civilised-my-husband,1.0,,,,,,,,,,,,,,3.0,1.0,,,,3.0,
/article/dear-mary-how-can-i-stop-my-sister-in-law-pinching-food-off-my-plate,,,,,,,,,,,,,,,1.0,1.0,,,,,
/article/dear-mary-how-can-we-avoid-getting-stuck-with-a-useless-cleaner,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,
/article/dear-mary-how-can-we-use-our-neighbours-tennis-court-without-inviting-him-to-play,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,
/article/dear-mary-how-do-i-cope-with-colleagues-bad-habits-now-im-back-in-the-office,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0
/article/dear-mary-how-do-we-stop-our-friends-dogs-wrecking-our-house,1.0,1.0,,,,,,2.0,1.0,,,1.0,1.0,,3.0,1.0,,,,,
/article/dear-mary-how-do-we-tell-our-friend-that-her-hairstyle-doesnt-suit-her,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0
/article/dear-mary-should-we-exclude-our-friend-for-not-having-had-his-covid-vaccine,,,,,,,,,,,,,,,1.0,1.0,,,,,
/article/dear-mary-what-is-the-etiquette-around-gifts-for-virtual-weddings,,,,,,,,,,,,,,,1.0,1.0,,,,,
/article/dear-mary-whats-the-etiquette-of-loo-flushing-for-overnight-guests,,,,,,,,,,,,,,,1.0,1.0,,,,,
/article/dear-mary-when-is-it-acceptable-to-make-a-french-exit,1.0,2.0,,3.0,1.0,1.0,,1.0,,,,5.0,2.0,,6.0,2.0,3.0,2.0,1.0,3.0,
/article/dear-mary:-how-do-I-tell-my-fiancee-that-she-eats-with-her-mouth-open,,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,
/article/defeated-labour-councillor-the-voters-have-let-us-down-,,,,,,,,,,,,,,,,,,1.0,,,
/article/definitely-the-best-cow-film-of-the-year-first-cow-reviewed,,,,,,,,,,,,,,,,,,,,1.0,
/article/delay-data-and-the-need-for-transparency,,,,,1.0,1.0,,,2.0,,,,,,1.0,1.0,1.0,,,1.0,
/article/denmark-s-spying-scandal-has-infuriated-sweden,,,,,,,,,,,,,,,,,1.0,,,,
/article/derek-chauvin-s-trial-highlights-the-need-for-overdue-police-reforms,,,,,,,,,,,,,,,,,,1.0,,,
/article/devi-sridhar-s-covid-contortions,,,,,,,,,,,,,,,,,,1906.0,3117.0,3311.0,3199.0
/article/devil-of-a-job-the-curious-occupations-recorded-in-the-census,,,,,,,,2.0,,,,,,,1.0,,,1.0,,,
/article/did-david-cameron-know-greensill-was-about-to-collapse-,,,,,,2.0,,,,,,,,,,,,1.0,,,
/article/did-hancock-resign-to-put-his-family-first-,1.0,,,1.0,,4.0,,1.0,,,,,1.0,,,1.0,2.0,3.0,3.0,2.0,1.0
/article/did-i-catch-covid-from-a-naked-rumped-tomb-bat-,,,,,,,,,,,,,1.0,,,,,,,,
/article/did-liz-trus-snub-justin-welby-,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,
/article/did-nhs-discharges-seed-covid-into-care-homes-a-look-at-the-data,2.0,,,,,,,,,,,,,,,,1.0,,,,
/article/did-the-snp-cover-up-a-cancer-crisis-,94.0,44.0,35.0,33.0,36.0,28.0,30.0,29.0,28.0,22.0,31.0,37.0,47.0,71.0,93.0,110.0,93.0,98.0,103.0,117.0,135.0
/article/disabled-men-don-t-have-a-right-to-use-prostitutes,,,,,,,,,,,,,,,,,,1.0,,,
/article/do-spelling-and-grammar-still-matter,,,,,,,,,,1.0,,,,,,1.0,,,,,
/article/do-theatres-actually-read-scripts-before-agreeing-to-stage-them-,,,,,,,2.0,,,,,,,,,,,,,1.0,
/article/do-you-speak-viking,,,,,,,,,,,,,1.0,,,,,,,,
/article/does-buckingham-palace-s-sloe-gin-pass-the-taste-test-,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0
/article/does-getting-covid-19-protect-you-against-reinfection-,,,,,,,,,,,,,,,,,1.0,,,,
/article/does-it-matter-if-boris-did-say-let-the-bodies-pile-high-,,,,,,,,,,,,,,,,,,1.0,,,
/article/does-it-matter-if-priti-patel-drops-her-gs,,1.0,,3.0,,10.0,,1.0,1.0,,2.0,1.0,,1.0,12.0,1.0,1.0,,1.0,,3.0
/article/does-keir-starmer-have-a-plan-to-reconnect-with-voters-,,,,,,,,,,,,,,,,,,1.0,,,
/article/does-no-10-really-have-a-plan-for-social-care-,,,,,,,,,1.0,,,,,,,,,1.0,,,
/article/does-the-british-government-care-about-veterans-suicides-,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/does-the-data-justify-a-delay-to-lifting-lockdown-,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/does-the-indian-variant-increase-the-risk-of-hospitalisation-,,,,,,,,,,,,,,,,,1.0,,,,
/article/does-this-snp-politician-think-buses-are-racist-,,1.0,,1.0,,,,,1.0,,,2.0,,,,1.0,3.0,,,,4.0
/article/domageddon-previewed-what-cummings-will-say,,,,,,,,,1.0,,,,,,,,1.0,,,,
/article/dominic-cummings-bismarck-complex,,,,,,,,,,,,,,,,,,1.0,,,
/article/dominic-cummings-explosive-claim-about-the-bank-of-england,1.0,,,,,,1.0,,1.0,,,,,,,,3.0,1.0,,1.0,
/article/dominic-cummings-i-am-not-the-downing-street-leaker,,,,,,,,,,,,,,,,,,1.0,,,
/article/dominic-cummings-still-needs-to-back-up-his-allegations,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,
/article/dominic-grieve-s-bucks-blunder,,,,,,,,,,,,,,2.0,,,1.0,,,,
/article/don-t-be-fooled-by-victoria-s-secret-s-feminist-rebrand,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
/article/don-t-blame-white-privilege-for-the-plight-of-working-class-kids,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,
/article/don-t-compare-israel-to-hamas,,,,,,,,,1.0,,,,,,,,,1.0,,,
/article/don-t-panic-mothers-says-eliane-glaser,,,,,,,,,,,,,,,,,1.0,,,,
/article/dont-pity-me-for-living-in-london,,,,3.0,,,,1.0,,,,,,160.0,866.0,1052.0,1336.0,1364.0,1815.0,1901.0,1580.0
/article/downing-street-is-clueless-on-scottish-independence,,,,,,,,,,,,,,,,,,1.0,,,
/article/drakeford-draws-up-his-battle-lines-on-the-union,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,,2.0,
/article/driving-in-britain-is-joyless,,,,,,,,,1.0,,,,,,,,,,,,
/article/drowning-the-sorrows-of-scotlands-virulent-nationalism,,,,,,,,,,,,1.0,,,,,,,,,
/article/dua-lipa-s-nhs-hypocrisy,,,,,,,,,,,,,,,,,,1.0,,,
/article/ed-miliband-s-brexit-embrace-isn-t-fooling-anyone,,1.0,,,,1.0,,,,,,1.0,,2.0,2.0,,1.0,,,,2.0
/article/education-catch-up-chief-quits,,,,,,,,,,,,,,,,,1.0,,,,
/article/education-not-class-is-britain-s-real-political-divide,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
/article/edwin-poots-departure-could-cause-a-crisis-in-northern-ireland,,,,,,,,,,,,,,,,,1.0,,,,
/article/edwin-poots-departure-is-a-sign-of-the-chaos-engulfing-the-dup,,,,,,,,,,,,,,,,,1.0,,1.0,,
/article/edwin-poots-s-narrow-leadership-win-is-a-sign-of-dup-divisions,,,,,,,,,1.0,,,,,,,,,1.0,,,
/article/eggs-benedict,,,,,,,,,,,,,,,2.0,,,,,,
/article/eight-awkward-david-cameron-quotes-on-lobbying,,,,,,,,,,,,,,,,,,1.0,,,
/article/electoral-commission-launches-formal-investigation-into-no-10-refurbishment,,,,,,,,,,,,,,,,,,1.0,,,
/article/eliminate-the-positive-come-join-our-disease-by-sam-byers-reviewed,,,,,,,,,,,,,,,,,1.0,,,,
/article/emmanuel-macron-steps-up-his-war-on-identity-politics,42.0,25.0,11.0,29.0,15.0,17.0,10.0,11.0,9.0,22.0,17.0,17.0,25.0,103.0,435.0,580.0,538.0,561.0,640.0,740.0,712.0
/article/enjoyable-in-spite-of-the-nationals-best-efforts-under-milk-wood-reviewed,,,,1.0,1.0,,3.0,1.0,,,,,,,1.0,2.0,1.0,3.0,1.0,1.0,
/article/erdogan-s-covid-lockdown-is-too-little-too-late,,,,,,,,,,,,,,,,,,1.0,,,
/article/eu-commissioner-takes-another-jab-jibe-at-britain,,,,,,,,,,,,,,,,,,1.0,,,
/article/euro-2020-and-the-search-for-a-new-englishness,1.0,2.0,1.0,,,1.0,,,,,,,,,,2.0,1.0,,,,1.0
/article/euro-2020-another-night-of-terror-beckons,467.0,290.0,216.0,273.0,186.0,295.0,224.0,157.0,228.0,193.0,242.0,236.0,296.0,455.0,538.0,621.0,621.0,513.0,588.0,651.0,616.0
/article/euro-2020-england-shouldn-t-get-too-excited,4.0,3.0,1.0,,1.0,5.0,,1.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,,,
/article/euro-2020-i-love-raheem-sterling,13.0,3.0,2.0,12.0,3.0,12.0,2.0,3.0,,5.0,,1.0,1.0,3.0,5.0,7.0,10.0,10.0,11.0,12.0,3.0
